DOY   hrmin     Vbar    SDVn
287   2200      1.44    0.41
287   2300      1.89    0.29
287   2400      2.17    0.17
288    100      1.55    0.54
288    200      2.26    0.91
288    300      1.96    0.45
288    400      1.10    0.52
288    500      1.53    0.35
288    600      1.48    0.40
288    700      2.06    0.38
288    800      1.67    0.29
288    900      0.59    0.32
288   1000      1.64    0.55
288   1100      2.10    0.58
288   1200      1.86    0.76
288   1300      2.15    0.76
288   1400      2.21    0.66
288   1500      2.21    0.65
288   1600      1.90    0.57
288   1700      2.27    0.50
288   1800      1.86    0.32
288   1900      1.44    0.44
288   2000      1.95    0.45
288   2100      2.13    0.37
288   2200      2.20    0.56
288   2300      1.53    0.26
288   2400      1.57    0.18
289    100      1.66    0.26
289    200      1.82    0.32
289    300      1.45    0.35
289    400      1.74    0.45
289    500      1.17    0.25
289    600      1.31    0.44
289    700      0.87    0.26
289    800      0.77    0.25
289    900      0.92    0.24
289   1000      0.97    0.38
289   1100      1.28    0.50
289   1200      1.21    0.55
289   1300      1.32    0.58
289   1400      1.79    0.64
289   1500      1.13    0.53
289   1600      1.53    0.72
289   1700      3.63    0.63
289   1800      3.15    0.34
289   1900      2.31    0.36
289   2000      1.04    0.42
289   2100      1.50    0.48
289   2200      2.47    0.68
289   2300      2.28    0.32
289   2400      2.19    0.27
290    100      2.05    0.72
290    200      1.66    0.47
290    300      1.56    0.32
290    400      1.76    0.38
290    500      1.58    0.46
290    600      1.46    0.43
290    700      1.61    0.56
290    800      1.24    0.26
290    900      0.49    0.23
290   1000      1.29    0.36
290   1100      1.02    0.52
290   1200      3.94    0.58
290   1300      1.83    0.46
290   1400      1.57    0.62
290   1500      2.64    0.80
290   1600      3.64    0.73
290   1700      4.98    0.51
290   1800      5.40    0.93
290   1900      3.03    0.66
290   2000      1.23    0.51
290   2100      1.94    0.48
290   2200      4.60    0.91
290   2300      4.22    0.67
291    800      1.13    0.16
291    900      0.54    0.24
291   1000      1.08    0.35
291   1100      1.38    0.47
291   1200      1.33    0.41
291   1300      1.59    0.64
291   1400      2.09    0.55
291   1500      3.39    0.64
291   1600      4.56    0.51
291   1700      2.85    0.41
291   1800      1.81    0.25
291   1900      0.75    0.33
291   2000      1.52    0.31
291   2100      2.23    0.17
291   2200      1.07    0.21
291   2300      2.11    0.19
291   2400      2.39    0.21
292    100      2.46    0.20
292    200      2.33    0.22
292    300      2.04    0.24
292    400      1.55    0.24
292    500      2.10    0.23
292    600      1.75    0.11
292    700      1.65    0.21
292    800      0.97    0.33
292    900      1.44    0.32
292   1000      1.15    0.32
292   1100      1.33    0.63
292   1200      1.32    0.53
292   1300      1.46    0.61
292   1400      1.68    0.50
292   1500      1.78    0.52
292   1600      1.16    0.40
292   1700      0.51    0.16
292   1800      0.98    0.36
292   1900      1.94    0.27
292   2000      1.08    0.31
292   2100      1.60    0.19
292   2200      2.45    0.23
292   2300      2.50    0.22
292   2400      2.32    0.31
293    100      0.87    0.34
293    200      1.97    0.35
293    300      1.82    0.33
293    400      1.73    0.36
293    500      1.83    0.33
293    600      1.98    0.31
293    700      1.88    0.22
293    800      1.03    0.31
293    900      0.85    0.43
293   1000      1.28    0.52
293   1100      1.22    0.50
293   1200      1.22    0.57
293   1300      1.30    0.60
293   1400      1.48    0.57
293   1500      1.59    0.52
293   1600      1.56    0.43
293   1700      1.10    0.23
293   1800      1.03    0.31
293   1900      2.33    0.28
293   2000      1.13    0.25
293   2100      1.06    0.31
293   2200      2.34    0.58
293   2300      2.17    0.31
293   2400      1.97    0.29
294    100      2.24    0.35
294    200      2.22    0.34
294    300      2.21    0.42
294    400      2.03    0.26
294    500      1.45    0.28
294    600      1.12    0.36
294    700      1.21    0.22
294    800      1.23    0.24
294    900      0.60    0.24
294   1000      0.96    0.34
294   1100      1.24    0.48
294   1200      1.82    0.51
294   1300      1.79    0.55
294   1400      2.24    0.48
294   1500      1.83    0.46
294   1600      1.35    0.45
294   1700      1.10    0.29
294   1800      1.35    0.18
294   1900      2.55    0.21
294   2000      2.97    0.29
294   2100      1.94    0.41
294   2200      1.79    0.43
294   2300      2.68    0.47
294   2400      2.70    0.34
295    100      1.76    0.39
295    200      1.73    0.31
295    300      1.79    0.47
295    400      2.03    0.31
295    500      2.32    0.26
295    600      1.47    0.37
295    700      1.39    0.42
295    800      1.71    0.36
295    900      1.16    0.38
295   1000      0.74    0.26
295   1100      0.95    0.47
295   1200      1.17    0.49
295   1300      1.28    0.52
295   1400      0.99    0.53
295   1500      1.18    0.39
295   1600      1.03    0.43
295   1700      1.12    0.29
295   1800      1.90    0.23
295   1900      3.13    0.28
295   2000      2.21    0.25
295   2200      3.60    0.68
296   1000      2.11    0.35
296   1100      2.78    0.53
296   1200      2.98    0.54
296   1300      3.10    0.56
296   1400      3.37    0.67
296   1500      3.25    0.57
296   1600      2.78    0.35
296   1700      1.30    0.42
296   1800      1.02    0.34
296   1900      1.81    0.36
296   2000      2.20    0.40
296   2100      2.12    0.35
296   2200      2.34    0.23
296   2300      1.92    0.38
296   2400      1.84    0.20
297    100      1.02    0.30
297    200      1.22    0.27
297    300      1.90    0.23
297    400      1.58    0.42
297    500      1.45    0.33
297    600      1.80    0.22
297    700      1.34    0.23
297    800      1.84    0.29
297    900      0.93    0.26
297   1000      1.35    0.25
297   1100      2.18    0.45
297   1200      2.09    0.69
297   1300      1.80    0.54
297   1400      2.56    0.55
297   1500      2.18    0.61
297   1600      2.95    0.50
297   1700      1.35    0.32
297   1800      1.64    0.29
297   1900      2.42    0.29
297   2000      2.35    0.30
297   2100      3.08    0.43
297   2200      2.25    0.46
297   2300      2.31    0.57
297   2400      1.46    0.37
298    100      1.37    0.53
298    200      2.01    0.24
298    300      1.45    0.58
298    400      1.58    0.41
298    500      1.91    0.40
298    600      1.54    0.19
298    700      1.75    0.28
298    800      0.96    0.49
298    900      0.68    0.37
298   1000      1.38    0.50
298   1100      1.30    0.50
298   1200      1.96    0.36
298   1300      1.41    0.35
298   1400      1.44    0.47
298   1500      1.31    0.38
298   1600      0.78    0.22
298   1700      1.23    0.15
298   1800      1.75    0.72
298   1900      2.31    0.36
298   2000      1.46    0.45
298   2100      1.94    0.49
298   2200      1.49    0.39
298   2300      2.08    0.26
298   2400      1.55    0.39
299    100      1.71    0.46
299    200      2.44    0.33
299    300      1.67    0.41
299    400      1.50    0.48
299    500      1.76    0.36
299    600      1.35    0.23
299    700      1.77    0.20
299    800      1.42    0.27
299    900      1.09    0.29
299   1000      1.03    0.33
299   1100      1.29    0.54
299   1200      1.18    0.44
299   1300      1.54    0.49
299   1400      1.33    0.50
299   1500      1.25    0.58
299   1600      1.01    0.37
299   1700      1.37    0.21
299   1800      1.29    0.39
299   1900      2.71    0.24
299   2000      2.38    0.20
299   2100      1.31    0.33
299   2200      2.22    0.39
299   2300      1.62    0.50
299   2400      2.33    0.18
300    100      1.41    0.38
300    200      2.00    0.44
300    300      1.30    0.37
300    400      1.76    0.17
300    500      2.50    0.29
300    600      1.90    0.21
300    700      2.02    0.25
300    800      1.61    0.23
300    900      0.77    0.26
300   1000      0.84    0.27
300   1100      1.34    0.40
300   1200      1.60    0.52
300   1300      1.64    0.62
300   1400      1.34    0.52
300   1500      1.49    0.58
300   1600      1.36    0.49
300   1700      1.02    0.18
300   1800      1.88    0.34
300   1900      2.70    0.22
300   2000      2.71    0.28
300   2100      2.41    0.30
300   2200      2.39    0.22
300   2300      2.59    0.30
300   2400      2.00    0.34
301    100      2.08    0.44
301    200      1.26    0.41
301    300      2.18    0.28
301    400      2.11    0.43
301    500      2.28    0.19
301    600      1.72    0.31
301    700      2.23    0.28
301    800      0.67    0.19
301    900      1.11    0.17
301   1000      1.29    0.32
301   1100      1.20    0.45
301   1200      1.07    0.40
301   1300      0.99    0.46
301   1400      1.23    0.47
301   1500      1.07    0.49
301   1600      1.60    0.30
301   1700      0.61    0.19
301   1800      1.46    0.36
301   1900      2.24    0.39
301   2000      1.69    0.29
301   2100      2.56    0.30
301   2200      2.80    0.30
301   2300      0.84    0.54
301   2400      1.63    0.34
302    100      2.54    0.34
302    200      2.52    0.25
302    300      2.42    0.28
302    400      2.16    0.38
302    500      2.99    0.25
302    600      2.59    0.25
302    700      2.38    0.25
302    800      2.32    0.26
302    900      1.17    0.41
302   1000      1.27    0.44
302   1100      1.45    0.41
302   1200      1.74    0.53
302   1300      2.02    0.56
302   1400      1.44    0.45
302   1500      2.03    0.55
302   1600      1.90    0.55
302   1700      2.96    0.60
302   1800      2.06    0.76
302   1900      1.66    0.65
302   2000      2.14    0.41
302   2100      2.23    0.57
302   2200      1.92    0.41
302   2300      1.01    0.34
302   2400      1.08    0.20
303    100      1.18    0.47
303    200      0.83    0.22
303    300      1.34    0.22
303    400      0.94    0.27
303    500      0.92    0.28
303    600      1.19    0.20
303    700      1.06    0.30
303    800      1.15    0.21
303    900      2.39    0.48
303   1000      3.49    0.49
303   1100      3.45    0.72
303   1200      3.91    0.86
303   1300      4.23    0.90
303   1400      5.18    1.50
303   1500      6.24    1.05
303   1600      3.00    0.50
303   1700      3.43    0.73
303   1800      4.73    0.55
303   1900      2.67    0.37
303   2000      2.58    0.67
303   2100      3.83    0.48
303   2200      2.83    0.61
303   2300      3.16    0.38
303   2400      3.83    0.47
304    100      3.75    0.40
304    200      3.49    0.46
304    300      1.06    0.41
304    400      1.71    0.32
304    500      2.28    0.42
304    600      2.11    0.31
304    700      1.78    0.26
304    800      1.97    0.21
304    900      0.72    0.31
304   1000      1.54    0.48
304   1100      2.76    0.79
304   1200      3.88    0.81
304   1300      3.63    0.82
304   1400      3.03    0.80
304   1500      2.22    0.58
304   1600      1.90    0.56
304   1700      1.46    0.17
304   1800      1.06    0.18
304   1900      0.77    0.20
304   2000      0.99    0.17
304   2100      1.87    0.39
304   2200      1.65    0.48
304   2300      1.61    0.37
304   2400      1.01    0.44
