YEAR  DOY hrmin   Ta     Td      D     stdTa    Dir     V    ustar    z/L      H     LE      FluxAvg      FluxStd      FluxVar    FluxSkew    FluxKurt   Records
2018 128  2400   14.7   -1.8  1132.0   1.536   327.3   2.6   0.19    0.209   -33.6   14.6   0.427E-05    0.525E-04    0.276E-08   -1.8705      22.5920    71999
2018 129   100   13.9   -1.9  1057.6   0.968   333.7   2.6   0.18    0.257   -35.0   15.8   0.506E-05    0.369E-04    0.136E-08   -0.0830      18.5818    72000
2018 129   200   13.1   -2.0   984.1   1.442   336.1   2.3   0.20    0.280   -50.6   21.5   0.584E-05    0.444E-04    0.197E-08   -0.0502      11.2208    72000
2018 129   300   12.8   -2.1   957.8   1.237   336.8   2.3   0.15    0.367   -27.9   12.9   0.292E-05    0.330E-04    0.109E-08   -0.3988      19.2067    72000
2018 129   400   12.6   -2.2   939.9   0.929   334.8   2.9   0.17    0.301   -34.9   18.5   0.660E-05    0.431E-04    0.186E-08    0.9781      77.8418    72000
2018 129   500   12.3   -2.1   907.4   1.141   331.9   2.2   0.27    0.128   -56.3   28.7   0.759E-05    0.639E-04    0.408E-08    1.3566      52.8116    72000
2018 129   600   12.6   -2.5   945.1   0.887   330.0   3.1   0.24    0.138   -42.7   32.0   0.125E-04    0.443E-04    0.196E-08    1.8048      11.3998    72000
2018 129   700   14.6   -1.4  1108.3   0.404   331.2   3.2   0.25    0.093   -31.7   71.7   0.285E-04    0.926E-04    0.858E-08    1.4985       7.0375    72000
2018 129   800   15.3    2.0  1037.2   0.590   341.9   1.4   0.25    0.049   -17.7   56.6   0.170E-04    0.116E-03    0.136E-07    1.4031       9.7234    72000
2018 129   900   17.6    3.6  1221.9   0.659   181.7   0.7   0.17    0.062    -7.0  166.2   0.623E-04    0.179E-03    0.319E-07    1.5548       5.6942    72000
2018 129  1000   19.3    0.8  1594.3   0.401   150.5   0.9   0.17   -0.111    12.3  249.3   0.997E-04    0.226E-03    0.512E-07    2.3885      16.5558    72000
2018 129  1100   19.6   -0.1  1680.1   0.254   130.4   1.7   0.17    0.125   -12.7  149.9   0.598E-04    0.192E-03    0.370E-07    1.8373      11.0949    72000
2018 129  1200   19.9    0.0  1713.4   0.363   139.2   1.5   0.20   -0.031     5.5  244.0   0.984E-04    0.259E-03    0.670E-07    2.4652      15.9892    72000
2018 129  1300   21.1    0.2  1884.7   0.535   140.6   0.9   0.16   -0.326    30.4  340.0   0.136E-03    0.286E-03    0.816E-07    2.3978      15.5117    72000
2018 129  1400   22.5    0.3  2099.1   0.485   148.0   1.2   0.27   -0.056    23.2  363.5   0.146E-03    0.329E-03    0.108E-06    2.8291      18.3320    72000
2018 129  1500   23.6   -0.2  2321.0   0.326   182.3   0.9   0.13    0.055    -2.9  318.3   0.129E-03    0.400E-03    0.160E-06    0.4143      87.0932    72000
2018 129  1600   24.2   -0.2  2420.5   0.452   191.3   1.7   0.19    0.188   -29.3  267.6   0.109E-03    0.330E-03    0.109E-06    1.9206      10.2683    72000
2018 129  1700   24.3   -1.4  2495.6   0.661   283.7   1.7   0.12    0.513   -20.7  108.0   0.419E-04    0.201E-03    0.406E-07    3.1675      31.6553    72000
2018 129  1800   23.4    1.9  2176.9   0.831   338.6   1.2   0.06    5.557   -19.1   57.4   0.235E-04    0.129E-03    0.166E-07    1.6098      11.6823    72000
2018 129  1900   23.5    0.3  2278.0   0.571    22.9   1.3   0.06    1.424    -5.8   14.2   0.571E-05    0.592E-04    0.351E-08    2.4241      41.5809    72000
2018 129  2000   21.6    1.1  1911.1   1.057   349.7   1.5   0.05    2.172    -4.9    5.9   0.243E-05    0.324E-04    0.105E-08    1.5099      13.1105    72000
2018 129  2100   18.6    1.5  1460.7   1.120   313.5   2.5   0.17    0.158   -16.4   28.4   0.111E-04    0.806E-04    0.649E-08    0.9335      24.1283    72000
2018 129  2200   18.8    0.3  1550.2   1.303   336.5   2.3   0.15    0.358   -26.6   39.7   0.155E-04    0.916E-04    0.839E-08    1.4388      14.0652    72000
2018 129  2300   17.9    1.1  1385.7   1.806   317.7   1.7   0.14   -0.274    17.4   -5.5   0.109E-05    0.752E-04    0.566E-08    0.5558      18.9206    72000
2018 129  2400   17.4    1.5  1307.1   0.781   336.8   2.6   0.16    0.533   -46.5   47.5   0.188E-04    0.840E-04    0.706E-08    2.3396      18.3310    71999
2018 130   100   17.6    1.8  1315.0   1.165   315.0   1.4   0.19    0.123   -18.3   17.8   0.647E-05    0.739E-04    0.546E-08    1.6730      16.2234    72000
2018 130   200   17.3    1.1  1313.8   0.760   330.7   2.5   0.19    0.328   -45.8   39.6   0.157E-04    0.608E-04    0.370E-08    1.8277       9.9708    72000
2018 130   300   15.7    1.7  1091.8   1.737   267.2   1.2   0.12    0.202    -7.7    3.8   0.165E-05    0.473E-04    0.224E-08    0.6254      11.1756    72000
2018 130   400   15.2    1.7  1040.1   1.126   298.4   1.5   0.15    0.340   -23.7   13.9   0.598E-05    0.538E-04    0.289E-08    2.2762      26.5189    72000
2018 130   500   14.4    1.6   962.2   0.743   335.5   2.3   0.15    0.416   -31.2   21.4   0.757E-05    0.392E-04    0.153E-08    1.4820       9.0593    72000
2018 130   600   14.9    1.6  1006.8   0.550   342.8   1.8   0.15    0.188   -14.8   19.6   0.613E-05    0.353E-04    0.124E-08    1.2877       8.7414    72000
2018 130   700   15.5    3.5   977.5   0.805   307.5   0.7   0.14    0.322   -20.3   45.1   0.218E-05    0.760E-04    0.578E-08    0.8495      14.0052    72000
2018 130   800   16.5    6.0   944.2   0.921   228.0   0.5   0.09    0.461    -8.2  121.5   0.469E-04    0.143E-03    0.205E-07    2.0086       8.3871    72000
2018 130   900   19.7    4.1  1476.2   0.685    75.1   2.0   0.26   -0.011     4.3  219.0   0.793E-04    0.253E-03    0.638E-07    1.8433       9.4328    72000
2018 130  1000   20.7    3.5  1652.2   0.383    87.9   2.5   0.25    0.015    -4.8  231.9   0.888E-04    0.264E-03    0.696E-07    2.4535      16.4425    72000
2018 130  1100   21.6    3.9  1781.9   0.396    78.3   2.5   0.27   -0.027    11.3  291.9   0.113E-03    0.322E-03    0.104E-06    2.6089      24.7032    72000
2018 130  1200   22.4    3.6  1926.8   0.319    74.2   2.3   0.22   -0.063    14.8  357.4   0.141E-03    0.387E-03    0.150E-06    2.3202      17.2723    72000
2018 130  1300   23.2    1.7  2148.7   0.368    86.6   0.8   0.19   -0.032     4.4  400.7   0.160E-03    0.401E-03    0.161E-06    2.1091      10.4635    72000
2018 130  1400   24.0   -0.3  2384.8   0.448   214.9   2.6   0.26    0.101   -40.8  423.0   0.173E-03    0.496E-03    0.246E-06    2.5427      16.9970    72000
2018 130  1500   23.2    1.5  2162.6   1.692   337.9   0.6   0.29    0.303  -159.0  437.8   0.180E-03    0.484E-03    0.234E-06    1.2079       4.9649    72000
2018 130  1600   19.6    5.1  1404.8   0.918    23.1   5.4   0.51    0.035  -100.5  178.5   0.686E-04    0.222E-03    0.494E-07    1.3506       7.7036    72000
2018 130  1700   18.6    4.9  1284.8   0.623    18.0   5.9   0.53    0.033  -107.6  165.7   0.631E-04    0.200E-03    0.401E-07    1.6635       7.9546    72000
2018 130  1800   18.3    4.8  1242.7   0.530   357.4   4.1   0.46    0.033   -70.5   92.7   0.361E-04    0.115E-03    0.133E-07    2.5685      15.7147    72000
2018 130  1900   17.5    4.8  1145.2   0.521    33.7   2.2   0.22    0.157   -39.1   46.4   0.192E-04    0.726E-04    0.527E-08    2.5154      16.3245    72000
2018 130  2000   17.1    4.9  1078.1   0.466   111.7   1.3   0.19    0.162   -22.5   20.1   0.808E-05    0.405E-04    0.164E-08    1.4103       7.5973    72000
2018 130  2100   16.6    4.8  1027.3   0.567   145.2   2.0   0.21    0.140   -26.9   21.4   0.918E-05    0.601E-04    0.361E-08    1.3873       8.1362    72000
2018 130  2200   15.3    4.9   870.9   0.790   327.7   2.7   0.14    0.432   -27.8   17.3   0.756E-05    0.370E-04    0.137E-08    3.3141      31.2565    72000
2018 130  2300   14.1    4.5   768.8   1.210   316.1   2.5   0.19    0.252   -37.0   20.5   0.885E-05    0.353E-04    0.124E-08    2.2193      15.0590    72000
2018 130  2400   13.1    3.7   718.1   0.606   325.7   0.7   0.16    0.104   -10.1    3.5   0.412E-06    0.210E-04    0.440E-09    1.0812      18.1638    71999
2018 131   100   13.0    3.5   712.1   1.527   318.4   1.4   0.13   -0.400    18.4   -6.0  -0.111E-05    0.411E-04    0.169E-08   -0.1399      23.6591    72000
2018 131   200   11.9    3.8   587.1   0.872   216.8   0.7   0.16   -0.067     6.5    3.1   0.431E-06    0.279E-04    0.778E-09    0.7365      22.5703    72000
2018 131   300   12.9    4.6   644.2   0.785    29.5   0.2   0.21    0.178   -36.7   15.7  -0.278E-06    0.265E-04    0.704E-09    0.7786      10.5163    72000
2018 131   400   12.1    5.1   532.9   0.571   261.4   1.3   0.07    0.280    -2.4    0.9   0.336E-06    0.107E-04    0.114E-09    1.6698      43.2805    72000
2018 131   500   12.0    5.0   531.9   0.696   295.5   1.5   0.10   -0.043     1.0    2.5   0.963E-06    0.247E-04    0.612E-09    1.0976      13.4193    72000
2018 131   600   12.0    4.9   531.6   0.534    36.7   0.3   0.24    0.013    -3.8    6.5   0.883E-06    0.377E-04    0.142E-08    0.8178      19.9738    72000
2018 131   700   12.8    5.2   598.3   0.785   334.2   1.9   0.08   -1.285    13.8   22.7   0.705E-05    0.551E-04    0.303E-08    1.6840      13.1608    72000
2018 131   800   14.0    5.2   715.6   0.334    19.1   1.1   0.09    0.630   -10.2   40.4   0.161E-04    0.573E-04    0.328E-08    1.3502       8.0996    72000
2018 131   900   14.8    5.6   768.1   0.315    21.4   1.9   0.23    0.037   -10.0   91.7   0.360E-04    0.966E-04    0.934E-08    2.4108      19.4524    72000
2018 131  1000   15.6    5.7   855.7   0.302    38.1   3.1   0.33    0.017   -12.9  133.7   0.520E-04    0.141E-03    0.199E-07    1.8312       8.4664    72000
2018 131  1100   16.2    5.6   936.4   0.246    45.8   2.3   0.25    0.040   -13.7  121.4   0.474E-04    0.130E-03    0.169E-07    2.1731      12.8998    72000
2018 131  1200   16.7    5.4   997.9   0.199    22.4   1.4   0.11    0.091    -2.8  100.2   0.404E-04    0.131E-03    0.172E-07    2.5597      17.1794    72000
2018 131  1300   17.7    4.6  1183.9   0.559    31.7   1.9   0.19   -0.025     3.8  181.5   0.729E-04    0.201E-03    0.406E-07    2.4984      15.7345    72000
2018 131  1400   18.1    3.8  1271.4   0.535   267.6   0.6   0.57    0.009   -37.0   97.7   0.400E-04    0.187E-03    0.350E-07    1.9551      15.1928    72000
2018 131  1500   17.4    2.9  1233.5   0.541   271.0   3.6   0.28    0.120   -57.1  151.7   0.622E-04    0.205E-03    0.420E-07    1.4974       6.7184    72000
2018 131  1600   16.7    2.8  1157.7   0.898   307.5   1.3   0.21    0.209   -39.8   75.6   0.311E-04    0.154E-03    0.238E-07    2.1779      13.7231    72000
2018 131  1700   14.5    4.2   830.1   0.459    37.4   4.0   0.42    0.034   -53.8   83.9   0.332E-04    0.968E-04    0.937E-08    1.9314       9.9272    72000
2018 131  1800   14.1    3.7   810.6   0.399    11.6   3.5   0.34    0.048   -41.7   63.3   0.223E-04    0.105E-03    0.110E-07    1.6167      11.2361    72000
2018 131  1900   12.9    4.3   657.1   0.441   353.0   4.2   0.40    0.027   -40.2   51.6   0.205E-04    0.920E-04    0.847E-08    0.9457       6.7922    72000
2018 131  2000   11.7    2.8   626.6   0.541    38.4   4.3   0.46    0.024   -51.5   57.0   0.233E-04    0.711E-04    0.505E-08    1.6319       8.6948    72000
2018 131  2100   11.1    2.5   586.3   0.310    54.3   3.8   0.41    0.028   -41.8   39.2   0.160E-04    0.423E-04    0.179E-08    1.6236       6.7098    72000
2018 131  2200   10.6    2.3   562.9   0.351    61.2   2.7   0.33    0.044   -34.0   28.5   0.116E-04    0.376E-04    0.141E-08    2.1422      12.5299    72000
2018 131  2300   10.8    2.4   565.4   0.344    62.7   1.0   0.17    0.135   -15.2   16.5   0.679E-05    0.299E-04    0.894E-09    2.1805      22.1087    72000
2018 131  2400   10.8    2.9   548.1   0.483    30.8   1.1   0.19    0.109   -16.5   18.4   0.410E-05    0.395E-04    0.156E-08    1.7289      11.8672    71999
2018 132   100   10.4    2.6   528.4   0.393    50.4   2.3   0.24    0.087   -27.3   17.4   0.691E-05    0.291E-04    0.844E-09    2.4898      21.8228    72000
2018 132   200    9.7    2.7   465.6   0.423    40.5   2.0   0.18    0.171   -21.7   10.0   0.421E-05    0.201E-04    0.402E-09    2.3985      14.2569    72000
2018 132   300    9.3    2.7   429.3   0.464     6.4   1.8   0.06    1.304    -5.9    2.7   0.120E-05    0.905E-05    0.819E-10    2.1244      20.1645    72000
2018 132   400    8.0    3.1   311.7   0.629   318.2   1.4   0.10   -0.294     7.1    4.3   0.141E-05    0.962E-05    0.926E-10    1.1186      11.0611    72000
2018 132   500    7.9    2.7   327.3   0.416   314.8   2.2   0.14    0.189   -12.1    8.0   0.344E-05    0.136E-04    0.184E-09    1.9056      11.1239    72000
2018 132   600    8.2    2.8   342.5   0.312   321.7   2.4   0.18    0.112   -15.1   16.7   0.688E-05    0.220E-04    0.482E-09    1.9549      11.6912    72000
2018 132   700    9.9    3.8   413.6   0.617   336.4   2.1   0.19   -0.055     8.2   42.5   0.159E-04    0.488E-04    0.238E-08    1.4095       5.7095    72000
2018 132   800   12.1    5.0   536.6   0.604    24.2   1.6   0.17   -0.035     3.8   65.3   0.254E-04    0.698E-04    0.487E-08    1.9156      12.6039    72000
2018 132   900   13.3    4.8   666.9   0.207    57.7   1.3   0.16   -0.009     0.8   74.4   0.285E-04    0.813E-04    0.661E-08    1.2308      20.4962    72000
2018 132  1000   14.0    4.5   756.9   0.398     7.1   1.0   0.12   -0.350    12.2  112.0   0.441E-04    0.108E-03    0.117E-07    3.7037      28.0717    72000
2018 132  1100   16.1    3.8  1025.9   0.764   185.4   1.4   0.43   -0.017    30.5  368.1   0.140E-03    0.329E-03    0.108E-06    3.3523      23.4447    72000
2018 132  1200   17.4    1.9  1280.8   0.430   186.2   3.1   0.35   -0.002     1.6  302.8   0.122E-03    0.315E-03    0.991E-07    2.3075      13.0892    72000
2018 132  1300   18.8    0.6  1537.1   0.549   182.7   5.7   0.61    0.000    -1.6  415.2   0.168E-03    0.445E-03    0.198E-06    1.9386       9.9107    72000
2018 132  1400   19.1   -1.1  1651.7   0.608   186.1   7.1   0.65    0.012   -76.1  361.8   0.148E-03    0.394E-03    0.155E-06    1.9213       9.0321    72000
2018 132  1500   19.8   -1.3  1760.0   0.402   194.8   8.1   0.74    0.004   -33.2  455.8   0.185E-03    0.455E-03    0.207E-06    1.8846       8.9010    72000
2018 132  1600   19.7   -2.2  1772.2   0.462   195.6   8.7   0.77    0.008   -85.3  344.8   0.141E-03    0.377E-03    0.142E-06    1.8001       9.6499    72000
2018 132  1700   17.2    0.5  1333.8   0.619   266.9   7.0   0.54    0.015   -51.1  222.3   0.907E-04    0.311E-03    0.968E-07    1.4943       9.7537    72000
2018 132  1800   16.4    0.7  1227.6   0.389   276.3   6.2   0.54    0.016   -54.1  185.3   0.757E-04    0.200E-03    0.400E-07    1.6617       7.5434    72000
2018 132  1900   15.4   -0.1  1145.0   0.502   275.4   6.1   0.53    0.024   -77.8  105.3   0.437E-04    0.130E-03    0.169E-07    1.6242       8.1022    72000
2018 132  2000   14.3   -0.1  1027.8   0.564   272.2   2.2   0.25    0.113   -39.2   33.0   0.139E-04    0.619E-04    0.383E-08    2.8807      24.3633    72000
2018 132  2100   13.8   -0.1   970.2   0.577   219.6   2.1   0.17    0.233   -23.5   26.0   0.108E-04    0.558E-04    0.311E-08    1.5335      15.8763    72000
2018 132  2200   13.1   -2.2   985.9   0.583   249.3   2.1   0.13    0.408   -21.5   22.2   0.888E-05    0.734E-04    0.538E-08    1.6835      18.5297    72000
2018 132  2300   12.1   -4.3   970.0   0.536   266.5   2.1   0.10    0.438    -9.3    7.6   0.318E-05    0.363E-04    0.131E-08    1.6438      26.8773    72000
2018 132  2400   12.0   -5.3   992.7   0.634   224.4   1.1   0.20    0.095   -16.4   22.0   0.841E-05    0.449E-04    0.202E-08    3.5137      39.0455    71999
2018 133   100   11.4   -4.7   915.3   0.731   172.3   1.9   0.20    0.124   -21.2   22.9   0.942E-05    0.566E-04    0.320E-08    1.5023      10.3042    72000
2018 133   200   10.4   -4.0   809.7   0.537   177.6   1.9   0.22    0.077   -17.2   18.5   0.739E-05    0.364E-04    0.132E-08    1.7630      13.2022    72000
2018 133   300    9.4   -3.5   704.2   0.561   232.9   0.8   0.24    0.067   -19.5   10.3   0.437E-05    0.292E-04    0.854E-09    1.9910      15.0412    72000
2018 133   400    8.9   -2.5   629.9   0.875   338.3   0.6   0.14   -0.236    15.4   -8.0  -0.141E-05    0.234E-04    0.549E-09   -0.2631      11.0440    72000
2018 133   500    7.9   -1.2   507.8   0.632   301.0   1.6   0.10   -0.402     9.8   -2.6  -0.188E-06    0.184E-04    0.339E-09    1.9597      37.8608    72000
2018 133   600    8.1   -0.3   480.3   0.539   330.4   2.0   0.11    0.148    -3.9   18.5   0.724E-05    0.388E-04    0.150E-08    2.8171      22.5724    72000
2018 133   700    9.6    2.4   468.0   0.418   102.5   0.7   0.26   -0.006     2.3   45.6   0.181E-04    0.595E-04    0.354E-08    3.8419      33.5830    72000
2018 133   800   10.7    3.1   528.4   0.493   156.2   1.7   0.21   -0.162    33.9   96.0   0.375E-04    0.963E-04    0.928E-08    2.5309      17.4964    72000
2018 133   900   11.9    3.1   629.1   0.539    80.5   1.5   0.16   -0.604    57.6  153.7   0.600E-04    0.137E-03    0.187E-07    2.7584      15.6687    72000
2018 133  1000   12.8    2.8   732.1   0.605   123.6   1.2   0.23   -0.262    66.0  218.5   0.861E-04    0.191E-03    0.365E-07    2.9125      22.3885    72000
2018 133  1100   14.0    2.4   875.5   0.657   123.1   0.8   0.25   -0.280    94.5  274.1   0.108E-03    0.247E-03    0.611E-07    3.1383      21.0144    72000
2018 133  1200   15.1    1.1  1058.0   0.689   232.7   1.2   0.14   -1.418    87.3  326.1   0.129E-03    0.363E-03    0.132E-06    5.9146     146.6575    72000
2018 133  1300   15.9   -1.0  1238.0   0.506   184.4   3.0   0.40   -0.039    54.7  375.6   0.151E-03    0.383E-03    0.147E-06    2.6055      17.5920    72000
2018 133  1400   16.5   -2.1  1350.1   0.467   161.7   2.5   0.53   -0.011    37.7  318.3   0.128E-03    0.337E-03    0.114E-06    2.1340      16.2723    72000
2018 133  1500   16.8   -1.5  1367.0   0.444   208.6   2.2   0.24   -0.038    10.9  292.2   0.118E-03    0.305E-03    0.932E-07    2.5386      15.6234    72000
2018 133  1600   16.6   -1.2  1333.5   0.296   262.2   2.3   0.22    0.064   -16.0  140.6   0.570E-04    0.207E-03    0.429E-07    2.4223      16.6060    72000
2018 133  1700   16.8   -1.9  1380.9   0.283   284.1   4.0   0.36    0.015   -15.7  221.6   0.898E-04    0.261E-03    0.682E-07    1.5896       8.3514    72000
2018 133  1800   16.9   -3.4  1452.9   0.300   296.6   2.4   0.27    0.045   -20.4  136.3   0.553E-04    0.174E-03    0.303E-07    2.1587      15.8173    72000
2018 133  1900   16.4   -3.9  1412.5   0.552   349.6   2.6   0.15    0.468   -30.6   40.2   0.163E-04    0.545E-04    0.297E-08    2.1347      15.3810    72000
2018 133  2000   15.5   -3.6  1297.5   0.934   310.8   1.7   0.09   -0.800    11.8   -5.3  -0.131E-05    0.186E-04    0.347E-09    1.4926      19.6559    72000
2018 133  2100   14.3   -2.8  1137.8   0.430   323.1   1.3   0.14    0.234   -13.3   15.8   0.557E-05    0.381E-04    0.145E-08    2.7914      48.7001    72000
2018 133  2200   14.2   -1.5  1073.0   0.633   210.9   1.1   0.27    0.119   -51.7   59.7   0.238E-04    0.128E-03    0.163E-07    2.4312      23.8640    67200
2018 133  2300   13.2   -0.5   927.7   0.903   349.4   2.7   0.20    0.349   -60.6   47.1   0.195E-04    0.876E-04    0.767E-08    1.6965       9.6317    72000
2018 133  2400   10.7    1.5   611.2   0.642    33.7   3.4   0.31    0.081   -54.0   22.3   0.916E-05    0.403E-04    0.162E-08    1.5604      11.5945    71999
2018 134   100    9.7    1.4   532.8   0.516    53.5   1.9   0.24    0.106   -33.2   12.4   0.543E-05    0.202E-04    0.410E-09    2.0425      10.0038    72000
2018 134   200    9.0    1.1   486.4   0.610   340.0   1.4   0.11   -0.139     4.3    2.7   0.874E-06    0.870E-05    0.757E-10    3.3754      35.9997    72000
2018 134   300    8.3    0.7   454.8   0.888   314.5   1.9   0.10   -0.146     3.3   -1.0   0.274E-06    0.993E-05    0.986E-10    0.8464      12.0679    72000
2018 134   400    8.0    0.0   461.2   0.963   335.1   1.0   0.14   -0.295    17.6   -2.9  -0.913E-06    0.140E-04    0.197E-09    0.2467      25.0149    72000
2018 134   500    7.3    0.5   393.2   1.127   297.5   1.2   0.13   -0.415    19.0   -2.4  -0.531E-06    0.145E-04    0.209E-09    0.3759       9.3284    72000
2018 134   600    8.0    0.1   455.8   0.600   326.8   1.9   0.13    0.300   -14.0   11.8   0.426E-05    0.229E-04    0.524E-09    1.4444      10.2321    72000
2018 134   700    9.7    0.7   557.7   0.976   337.0   1.9   0.16   -0.090     7.5   46.8   0.176E-04    0.544E-04    0.296E-08    2.9850      18.6403    72000
2018 134   800   11.6    2.5   635.8   0.540   351.2   0.5   0.11   -1.577    39.8  103.6   0.403E-04    0.971E-04    0.942E-08    4.2933      53.0393    72000
2018 134   900   13.0    2.3   775.8   0.516   138.9   0.4   0.18   -0.332    44.0  160.2   0.623E-04    0.124E-03    0.154E-07    3.2325      16.8130    72000
2018 134  1000   14.4    2.3   919.4   0.601    92.8   0.5   0.10   -2.883    58.4  214.2   0.839E-04    0.158E-03    0.249E-07    2.6494      11.4730    72000
2018 134  1100   15.8    2.8  1050.7   0.666   251.9   0.3   0.27   -0.185    75.8  333.4   0.128E-03    0.282E-03    0.794E-07    4.6937      49.3145    72000
2018 134  1200   17.1    1.7  1257.3   0.506   197.5   1.3   0.11   -2.377    65.0  374.0   0.149E-03    0.342E-03    0.117E-06    2.2758      12.9461    72000
2018 134  1300   18.1    0.5  1441.9   0.436   146.4   1.6   0.30   -0.085    50.7  364.4   0.146E-03    0.353E-03    0.125E-06    2.3063      13.0088    72000
2018 134  1400   18.3   -0.2  1506.0   0.392   195.0   2.6   0.27   -0.024    10.1  350.2   0.141E-03    0.349E-03    0.122E-06    2.5993      15.0947    72000
2018 134  1500   19.0   -0.8  1616.9   0.328   209.8   2.4   0.30   -0.034    21.1  396.9   0.160E-03    0.394E-03    0.155E-06    2.7413      18.7718    72000
2018 134  1600   18.4   -0.8  1545.1   0.482   209.1   3.7   0.33    0.060   -46.7  273.0   0.111E-03    0.311E-03    0.970E-07    1.7412       7.8964    72000
2018 134  1700   18.7   -0.4  1569.8   0.304   221.1   2.3   0.15    0.193   -13.9  167.8   0.681E-04    0.231E-03    0.535E-07    2.7777      26.9418    72000
2018 134  1800   19.0   -1.9  1669.7   0.376    55.6   1.0   0.17    0.044    -4.4   89.1   0.356E-04    0.114E-03    0.130E-07    1.7660      10.1721    71999
2018 134  1900   16.2    1.5  1163.0   0.940    22.0   5.2   0.49    0.035   -93.5  114.3   0.473E-04    0.161E-03    0.260E-07    1.8405      11.6954    72000
2018 134  2000   15.2    1.5  1043.3   0.425   359.8   3.8   0.30    0.090   -51.6   37.6   0.144E-04    0.529E-04    0.280E-08    1.7034       9.7135    72000
2018 134  2100   14.7    1.7   979.0   0.523    17.2   2.6   0.22    0.118   -28.7   25.1   0.871E-05    0.525E-04    0.275E-08    1.3999      10.8232    72000
2018 134  2200   14.2    1.6   931.6   0.590    35.3   3.4   0.33    0.081   -64.2   38.5   0.157E-04    0.546E-04    0.298E-08    1.8401      10.5743    72000
2018 134  2300   13.4    2.0   832.3   0.519    22.0   4.1   0.38    0.052   -66.1   39.0   0.158E-04    0.562E-04    0.315E-08    1.8864      10.9283    72000
2018 134  2400   12.5    1.5   765.5   0.476   348.2   1.7   0.08    0.739    -7.7    6.7   0.282E-05    0.170E-04    0.291E-09    3.5203      53.4853    71999
2018 135   100   11.3    1.2   674.8   1.195   344.4   1.5   0.12    0.331   -12.0    3.1  -0.584E-06    0.153E-04    0.233E-09   -0.2561       7.4695    72000
2018 135   200   10.9    1.2   637.9   0.824   330.8   1.9   0.09    0.830   -11.5    3.1   0.115E-05    0.105E-04    0.110E-09    0.7324      16.8562    72000
2018 135   300   10.6    1.1   616.4   0.960   330.4   1.6   0.16    0.293   -27.7    8.9   0.302E-05    0.198E-04    0.392E-09    2.0228      15.8459    72000
2018 135   400   10.1    0.5   603.7   0.516   325.2   2.5   0.16    0.360   -30.8   13.0   0.528E-05    0.203E-04    0.410E-09    1.6831      10.7033    72000
2018 135   500    8.9    0.3   518.7   1.235   317.8   1.2   0.12   -0.200     7.4    4.4   0.868E-06    0.150E-04    0.225E-09    0.0710      13.1419    72000
2018 135   600    8.7    0.6   487.8   1.617   315.0   1.6   0.15   -0.460    36.3   -1.1   0.879E-08    0.212E-04    0.452E-09    1.8184      20.8112    72000
2018 135   700   11.0    2.5   584.1   0.671    19.8   1.1   0.13    0.121    -6.6   41.1   0.153E-04    0.569E-04    0.324E-08    1.9646      10.5221    72000
2018 135   800   12.8    4.0   663.2   0.503   107.6   1.0   0.16   -0.338    30.9  135.0   0.518E-04    0.116E-03    0.136E-07    2.4486      11.7587    72000
2018 135   900   14.1    3.6   813.5   0.574   119.1   1.1   0.19   -0.319    49.7  188.7   0.741E-04    0.151E-03    0.227E-07    2.5740      12.8307    72000
2018 135  1000   15.5    3.2   993.9   0.598   113.1   1.3   0.18   -0.424    57.6  231.8   0.909E-04    0.223E-03    0.497E-07    2.9890      18.7072    72000
2018 135  1100   16.7    3.1  1133.5   0.466   126.2   1.2   0.10   -2.274    57.6  288.3   0.114E-03    0.279E-03    0.778E-07    3.8480      39.4909    72000
2018 135  1200   17.7    2.8  1279.0   0.552   106.0   0.2   0.22   -0.302    73.3  308.5   0.120E-03    0.327E-03    0.107E-06    4.4856      67.2212    72000
2018 135  1300   19.2    2.2  1511.1   0.573    79.8   0.7   0.13   -1.234    61.2  417.9   0.166E-03    0.334E-03    0.111E-06    2.9640      17.7303    72000
2018 135  1400   20.3   -0.3  1785.5   0.334   199.3   0.6   0.09   -1.306    21.7  425.1   0.170E-03    0.423E-03    0.179E-06    2.8454      19.7329    72000
2018 135  1500   20.8   -4.0  2005.7   0.440   190.0   2.0   0.22    0.036    -8.9  345.4   0.138E-03    0.417E-03    0.174E-06    6.2714     117.9187    72000
2018 135  1600   20.4   -1.4  1842.3   0.826   206.1   2.9   0.26    0.166   -62.5  260.2   0.106E-03    0.330E-03    0.109E-06    1.1804      11.4053    72000
2018 135  1700   20.5   -0.9  1835.9   0.764   213.7   2.7   0.20    0.241   -42.0  158.6   0.649E-04    0.220E-03    0.484E-07    2.4095      16.0682    72000
2018 135  1800   21.0   -2.0  1964.5   0.707   242.4   1.1   0.08    1.082   -12.9   50.0   0.204E-04    0.163E-03    0.265E-07    0.5722      13.2405    72000
2018 135  1900   20.7   -2.2  1922.0   0.613   276.6   1.5   0.06    1.777    -7.4   14.3   0.573E-05    0.551E-04    0.303E-08    5.1985      76.0184    72000
2018 135  2000   18.5   -2.8  1630.4   2.013   292.3   1.9   0.13   -0.412    19.2   -4.8  -0.735E-06    0.548E-04    0.300E-08    2.1583      68.2957    72000
2018 135  2100   15.7   -2.6  1283.1   0.892   339.9   2.1   0.17    0.319   -33.7   23.0   0.828E-05    0.429E-04    0.184E-08    1.2664      11.2391    72000
